Name;Long;Lat;ModuleName;ModuleType
Indoor;4.908268;52.359609;Indoor;Indoor
Timestamp;"Timezone : Europe/Amsterdam";Temperature;Humidity;CO2;Noise;Pressure
1729502674;"2024/10/21 11:24:34";21;63;1150;58;1021.9
1729502977;"2024/10/21 11:29:37";21;62;1121;54;1021.7
1729503279;"2024/10/21 11:34:39";21;62;1156;55;1021.7
1729503581;"2024/10/21 11:39:41";21.1;62;1118;51;1021.6
1729503884;"2024/10/21 11:44:44";21.1;62;1135;52;1021.4
1729504186;"2024/10/21 11:49:46";21.1;62;1126;51;1021.1
1729504488;"2024/10/21 11:54:48";21.1;62;1157;51;1021.4
1729504790;"2024/10/21 11:59:50";21.1;62;1141;47;1021.6
1729505093;"2024/10/21 12:04:53";21.2;62;1143;43;1021.7
1729505395;"2024/10/21 12:09:55";21.2;62;1122;43;1021.8
1729505697;"2024/10/21 12:14:57";21.2;62;1140;42;1021.8
1729505999;"2024/10/21 12:19:59";21.2;62;1114;43;1022
1729506302;"2024/10/21 12:25:02";21.2;62;1119;43;1022
1729506604;"2024/10/21 12:30:04";21.2;62;1058;42;1022.2
1729506906;"2024/10/21 12:35:06";21.2;62;1103;42;1022.4
1729507209;"2024/10/21 12:40:09";21.2;62;1129;48;1022.5
1729507511;"2024/10/21 12:45:11";21.2;62;1085;56;1022.3
1729507813;"2024/10/21 12:50:13";21.2;62;1099;58;1022.2
1729508116;"2024/10/21 12:55:16";21.2;62;1101;57;1022.2
1729508418;"2024/10/21 13:00:18";21.2;62;1153;56;1022.2
1729508720;"2024/10/21 13:05:20";21.2;62;1115;56;1022.2
1729509023;"2024/10/21 13:10:23";21.2;62;1121;54;1022.2
1729509325;"2024/10/21 13:15:25";21.2;62;1126;57;1022.3
1729509627;"2024/10/21 13:20:27";21.1;62;1091;53;1022.2
1729509930;"2024/10/21 13:25:30";21.1;62;1096;52;1022.3
1729510232;"2024/10/21 13:30:32";21.1;62;1109;52;1022.3
1729510534;"2024/10/21 13:35:34";21.1;62;1137;47;1022.1
1729510836;"2024/10/21 13:40:36";21.2;62;1128;52;1022.1
1729511138;"2024/10/21 13:45:38";21.2;62;1153;54;1022
1729511441;"2024/10/21 13:50:41";21.2;62;1137;44;1022
1729511743;"2024/10/21 13:55:43";21.2;62;1140;43;1022
1729512045;"2024/10/21 14:00:45";21.2;62;1118;42;1022.1
1729512347;"2024/10/21 14:05:47";21.2;62;1126;43;1022
1729512649;"2024/10/21 14:10:49";21.2;62;1142;44;1022
1729512951;"2024/10/21 14:15:51";21.3;62;1132;42;1022.1
1729513254;"2024/10/21 14:20:54";21.3;62;1108;44;1022.1
1729513556;"2024/10/21 14:25:56";21.2;62;1103;43;1022.3
1729513858;"2024/10/21 14:30:58";21.2;62;1080;41;1022.3
1729514160;"2024/10/21 14:36:00";21.2;61;1047;42;1022.3
1729514463;"2024/10/21 14:41:03";21.2;61;1080;41;1022.5
1729514765;"2024/10/21 14:46:05";21.2;61;1067;45;1022.4
1729515051;"2024/10/21 14:50:51";21.2;61;1061;52;1022.6
